compissueURI,component,intissueURI,integrated
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergyEfficiency>","""Energy Efficiency""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GreenhouseGasMitigation>","""Greenhouse Gas Mitigation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToCleanWater>","""Access to Clean Water""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#KnowledgeAndInformationSystems>","""Knowledge and Information Systems""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PharmaceuticalProducts>","""Pharmaceutical Products""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologicalExpertise>","""Technological Expertise""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Seed>","""Seed""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InorganicFertilizers>","""Inorganic Fertilizers""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#NonrenewableEnergy>","""Non-Renewable Energy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterRelief>","""Disaster Relief""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ResearchAndDevelopment>","""Research and Development""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToTechnology>","""Access to Technology""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergyProduction>","""Energy Production""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RenewableEnergy>","""Renewable Energy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LivestockManagement>","""Livestock Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyInnovation>","""Technology Innovation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CarbonSequestration>","""Carbon Sequestration""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GreenhouseGasEmissions>","""Greenhouse Gas Emissions""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RatesOfWasteProduction>","""Rates of Waste Production""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EducationInfrastructure>","""Education Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyTransfer>","""Technology Transfer""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ClimateChange>","""Climate Change""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TransportInfrastructure>","""Transport Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterPrevention>","""Disaster Prevention""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomensAccessToSocialCapital>","""Women's Access to Social Capital""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CropYield>","""Crop Yield""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarketInfrastructure>","""Market Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CroppingSystems>","""Cropping Systems""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterUseEfficiency>","""Water Use Efficiency""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OrganicFertilizers>","""Organic Fertilizers""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TransferOfEnergy>","""Transfer of Energy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergyInfrastructure>","""Energy Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WasteComposting>","""Waste Composting""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalProductivity>","""Agricultural Productivity""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HazardousWastesmanagement>","""Hazardous Wastes--Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterAvailability>","""Water Availability""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToInformationAndCommunication>","""Access to Information and Communication""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WasteRecyclingreusing>","""Waste Recycling/Reusing""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InformationInfrastructure>","""Information Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisastersEconomicImpact>","""Disasters - Economic Impact""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalSubsidies>","""Agricultural Subsidies""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#QuotasAndQuantitativeRestrictions>","""Quotas and Quantitative Restrictions""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarketTransparency>","""Market Transparency""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodSecurity>","""Food Security""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanRightsMonitoring>","""Human Rights Monitoring""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyTrade>","""Technology Trade""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WildAnimalTrade>","""Wild Animal Trade""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CashFoodCrops>","""Cash Food Crops""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#StapleFoodProduction>","""Staple Food Production""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Contamination>","""Contamination""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalTaxes>","""Agricultural Taxes""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalExports>","""Agricultural Exports""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InvasiveSpecies>","""Invasive Species""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalTariffsAndQuotas>","""Agricultural Tariffs and Quotas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Inflation>","""Inflation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MaritimeLaw>","""Maritime Law""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Certification>","""Certification""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodSafety>","""Food Safety""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ChildLabor>","""Child Labor""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarineEconomics>","""Marine Economics""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OtherTradeRestrictions>","""Other Trade Restrictions""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergySecurity>","""Energy Security""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalPrices>","""Agricultural Prices""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalImports>","""Agricultural Imports""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarketStructure>","""Market Structure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TradeAgreements>","""Trade Agreements""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodSecurityNational>","""Food Security - National""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyTransfer>","""Technology Transfer""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CommercialPolicies>","""Commercial Policies""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodPolicies>","""Food Policies""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarketSupport>","""Market Support""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarketAccess>","""Market Access""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TransferOfEnergy>","""Transfer of Energy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForcedLabor>","""Forced Labor""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TariffsTaxesSubsidies>","""Tariffs, Taxes, Subsidies""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarketStandardsRegulationsAndPolicies>","""Market Standards, Regulations, and Policies""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Fisheries>","""Fisheries""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#TradePolicies>","""Trade policies"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OzoneDepletion>","""Ozone Depletion""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ManmadeDisasters>","""Manmade Disasters""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SalineWater>","""Saline Water""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OceanAcidification>","""Ocean Acidification""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PotableWater>","""Potable Water""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SeaPollution>","""Sea Pollution""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#BirthDefects>","""Birth Defects""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Soilsquality>","""Soils--Quality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EcosystemHealth>","""Ecosystem Health""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Contamination>","""Contamination""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#WastesAndPollution>","""Wastes and pollution"""
